Machine_Displacement,Machine_Load,Th_chamber
0.757151,671.101154,20
0.726871,678.12341,20
0.750451,673.839189,20
0.752577,679.299155,20
0.766363,674.692812,20
0.762369,681.747281,20
0.761854,681.715069,20
0.754381,690.492889,20
0.768683,685.355046,20
0.775061,693.311455,20
0.769971,701.04238,20
0.776414,694.197291,20
0.796965,694.825428,20
0.75889,702.991218,20
0.779893,708.241804,20
0.785175,703.248915,20
0.790523,707.984106,20
0.793615,710.883203,20
0.79529,713.862831,20
0.796643,715.376804,20
0.783629,715.859986,20
0.816937,722.415167,20
0.794775,726.554433,20
0.814166,724.798869,20
0.801604,728.0523,20
0.812169,736.040923,20
0.79864,736.620742,20
0.820222,735.525528,20
0.822026,739.809749,20
0.824796,737.683745,20
0.839034,742.096815,20
0.836393,749.570043,20
0.832398,753.177809,20
0.825054,758.057956,20
0.835297,756.80168,20
0.834782,755.948057,20
0.838068,760.039006,20
0.842642,764.403758,20
0.870538,766.465338,20
0.867703,768.011523,20
0.868347,771.619289,20
0.875305,773.68087,20
0.869636,781.266841,20
0.866608,783.022406,20
0.877238,784.198151,20
0.871053,783.247891,20
0.872084,791.349258,20
0.887095,794.280568,20
0.886837,800.819644,20
0.899657,802.687952,20
0.890445,804.34688,20
0.913573,805.860853,20
0.906229,811.24029,20
0.91003,816.909637,20
0.921175,814.799738,20
0.927038,816.73247,20
0.904747,823.303758,20
0.924847,823.464819,20
0.916601,825.89684,20
0.936572,827.684617,20
0.92794,832.435917,20
0.927424,835.125636,20
0.932771,837.106686,20
0.938312,835.76988,20
0.961634,838.089158,20
0.945914,845.159736,20
0.956029,844.789296,20
0.940631,850.039885,20
0.959958,849.009094,20
0.949586,855.435429,20
0.964984,854.903927,20
0.973488,856.997721,20
0.962729,859.945137,20
0.961505,865.09909,20
0.967367,867.144565,20
0.969493,871.219409,20
0.979157,875.406995,20
0.992622,874.199037,20
0.988949,878.998656,20
0.99784,881.011919,20
0.9894,884.909596,20
0.999837,887.08392,20
0.994812,889.306562,20
1.007375,891.75469,20
1.001577,897.45625,20
1.003187,896.989173,20
1.02464,896.683157,20
1.005635,900.59694,20
1.015299,902.755158,20
1.03192,904.52683,20
1.023996,905.10665,20
1.026573,912.531564,20
1.045192,912.853686,20
1.052858,914.238811,20
1.052665,918.651883,20
1.044032,926.173434,20
1.056337,925.899631,20
1.062458,925.802994,20
1.06439,929.861733,20
1.066967,931.230752,20
1.065614,935.78878,20
1.071155,936.497448,20
1.083653,940.66893,20
1.078628,945.307488,20
1.077533,948.045526,20
1.066323,950.284275,20
1.075922,950.42923,20
1.100275,952.442493,20
1.092737,956.050261,20
1.091706,958.530602,20
1.092608,961.333065,20
1.106331,966.535337,20
1.103045,965.955517,20
1.123983,965.375698,20
1.114512,972.671764,20
1.110583,975.603076,20
1.117862,979.903407,20
1.123016,983.801085,20
1.123983,988.036992,20
1.121535,987.682657,20
1.143439,992.611127,20
1.139187,994.54386,20
1.146274,994.849876,20
1.138543,996.428275,20
1.14273,1001.244002,20
1.156388,1001.388957,20
1.154455,1006.075835,20
1.159481,1010.295635,20
1.16399,1012.67934,20
1.163604,1017.076308,20
1.167727,1016.254896,20
1.181192,1018.880192,20
1.173267,1020.249212,20
1.196074,1022.181945,20
1.197555,1025.016621,20
1.190598,1030.685972,20
1.193819,1034.116574,20
1.196847,1036.774082,20
1.201485,1040.236896,20
1.212244,1039.818137,20
1.216045,1047.694026,20
1.219395,1052.058783,20
1.226417,1055.070626,20
1.235566,1058.710608,20
1.234019,1062.22174,20
1.241299,1065.442963,20
1.239689,1067.488439,20
1.251478,1067.633394,20
1.253798,1073.028943,20
1.259854,1072.980624,20
1.256761,1076.781667,20
1.274478,1082.45102,20
1.275702,1082.595975,20
1.269711,1085.994365,20
1.265974,1088.442494,20
1.272481,1095.09432,20
1.281887,1095.641928,20
1.27757,1093.515921,20
1.290971,1096.398916,20
1.295738,1101.891101,20
1.29387,1108.94558,20
1.300183,1112.891579,20
1.303147,1106.046479,20
1.298895,1113.13317,20
1.302309,1113.92237,20
1.308301,1118.126067,20
1.327435,1113.535823,20
1.319897,1117.981112,20
1.321959,1126.807264,20
1.327113,1129.368137,20
1.334457,1130.012381,20
1.350885,1131.735736,20
1.408545,265.469437,20
