Machine_Displacement,Machine_Load,Th_chamber
1.159996,1118.190491,20
1.182931,1120.139331,20
1.177777,1129.094333,20
1.194592,1127.370978,20
1.192144,1137.179604,20
1.218944,1137.678894,20
1.212953,1142.945594,20
1.22281,1150.612107,20
1.217269,1155.202351,20
1.237305,1159.196669,20
1.250705,1161.757542,20
1.243812,1169.182463,20
1.250126,1176.301369,20
1.26752,1180.682234,20
1.273898,1183.839034,20
1.286332,1185.481858,20
1.291164,1192.504127,20
1.296704,1195.821988,20
1.300377,1200.251172,20
1.306046,1205.517874,20
1.327628,1213.84474,20
1.321314,1219.642945,20
1.356297,1216.308977,20
1.32911,1234.074032,20
1.334457,1238.599853,20
1.363512,1232.25404,20
1.346955,1248.311847,20
1.360484,1247.458223,20
1.395016,1247.119994,20
1.404808,1250.615023,20
1.386963,1267.623093,20
1.418595,1265.899738,20
1.407321,1269.636359,20
1.444172,1273.437405,20
1.427357,1283.632585,20
1.4242,1285.919655,20
1.44269,1295.245104,20
1.488624,3.826279,20
