MD_N_cycles--1,MD_Load--1,MD_index--1 ,exx--1 ,eyy--1 ,exy--1
175500,825.800204,1896,-0.00200193,0.00631263,-0.000194451
175500,602.134875,1897,-0.00165258,0.00530884,-0.000164442
175500,343.857717,1898,-0.00112231,0.00379524,-0.000133669
175500,153.822125,1899,-0.00060252,0.00229969,-0.000105337
175500,97.434764,1900,-0.000304214,0.00146092,-0.0000745
175500,195.826766,1901,-0.000310651,0.00149298,-0.0000709
175500,412.469618,1902,-0.000639271,0.00243196,-0.000108627
175500,659.295389,1903,-0.00115417,0.00389491,-0.000126413
176500,896.87643,1904,-0.00180567,0.00575974,-0.000190994
176500,915.559511,1905,-0.00202451,0.00641979,-0.000209274
176500,771.876987,1906,-0.00192609,0.00612457,-0.000196955
176500,284.603456,1907,-0.000967519,0.00335668,-0.000134675
176500,125.394906,1908,-0.000480358,0.00199572,-0.000119946
176500,239.812457,1909,-0.000360744,0.00165691,-0.000106415
176500,470.886379,1910,-0.000750034,0.00276603,-0.000123739
176500,707.855258,1911,-0.00128184,0.00427763,-0.000153468
177500,792.975974,1912,-0.00147328,0.0048151,-0.000152133
177500,914.915267,1913,-0.00189613,0.00601907,-0.000175835
177500,889.821957,1914,-0.00203846,0.00644171,-0.000193663
177500,717.116262,1915,-0.00184809,0.00587778,-0.000171276
177500,459.338317,1916,-0.00137916,0.0045378,-0.000147951
177500,226.331672,1917,-0.00082153,0.00295068,-0.000104423
177500,104.022148,1918,-0.000401638,0.0017512,-0.0000951
177500,128.583908,1919,-0.000263389,0.00135732,-0.0000682
177500,295.346209,1920,-0.000447761,0.00189264,-0.0000999
177500,541.575986,1921,-0.00089423,0.00315995,-0.000102914
178500,841.390909,1922,-0.00162289,0.00519945,-0.000165207
178500,924.063535,1923,-0.00197598,0.00623253,-0.000185058
178500,855.918612,1924,-0.00204273,0.00640204,-0.000196623
178500,654.205864,1925,-0.00175364,0.00557767,-0.000171741
178500,395.300536,1926,-0.00130345,0.00429152,-0.000146817
178500,179.913965,1927,-0.000695623,0.00257079,-0.000119954
178500,92.667367,1928,-0.000345065,0.001558,-0.0000839
178500,160.699418,1929,-0.000282896,0.00139452,-0.0000748
178500,357.435142,1930,-0.000551697,0.00217625,-0.0000971
178500,607.788112,1931,-0.00103628,0.00355579,-0.000126103
179500,857.110463,1932,-0.00170016,0.00543321,-0.000161328
179500,904.784527,1933,-0.00197981,0.00626615,-0.000191568
179500,800.658583,1934,-0.00195452,0.00618378,-0.000194244
179500,571.27561,1935,-0.00158602,0.00514134,-0.000173412
179500,314.979518,1936,-0.00106031,0.00362083,-0.000129543
179500,135.122974,1937,-0.000546135,0.00215497,-0.00010749
179500,86.498741,1938,-0.000276681,0.00136868,-0.0000784
179500,198.339314,1939,-0.000304567,0.00146952,-0.0000811
179500,430.58896,1940,-0.000658534,0.00248023,-0.000115197
179500,680.072247,1941,-0.00119257,0.0039998,-0.000126217
180500,885.102869,1942,-0.00178897,0.00569259,-0.000167748
180500,896.989173,1943,-0.00199181,0.00631947,-0.00018801
180500,745.930066,1944,-0.00188849,0.00597913,-0.000182458
180500,506.223128,1945,-0.00145682,0.00476603,-0.000151108
180500,259.75178,1946,-0.00091205,0.00319563,-0.000107743
180500,109.288833,1947,-0.000445339,0.00187882,-0.000100411
180500,107.468847,1948,-0.000250479,0.00133274,-0.00007
180500,260.412129,1949,-0.000388228,0.00171657,-0.0000902
180500,510.442922,1950,-0.000807932,0.0029278,-0.000102638
180500,751.583305,1951,-0.00136737,0.00449922,-0.000142254
181500,799.660005,1952,-0.00150172,0.00488155,-0.000172379
181500,910.840423,1953,-0.00191338,0.00603755,-0.000183466
181500,874.118507,1954,-0.0020295,0.00639817,-0.000202593
181500,697.289661,1955,-0.00182334,0.00577961,-0.000188629
181500,438.964123,1956,-0.00133973,0.00442211,-0.000160696
181500,207.471458,1957,-0.000783777,0.00282832,-0.00011891
181500,91.813745,1958,-0.000384469,0.0016699,-0.0000948
181500,127.488695,1959,-0.000257153,0.00132827,-0.0000776
181500,554.992356,1960,-0.000925169,0.00323454,-0.000113626
182500,849.89493,1961,-0.00166361,0.00527109,-0.000163744
182500,928.669881,1962,-0.00200726,0.00628778,-0.000200026
182500,852.488012,1963,-0.00205012,0.00640213,-0.000201891
182500,639.082245,1964,-0.00174896,0.00551462,-0.000172232
182500,376.891286,1965,-0.001225,0.00403193,-0.000132127
182500,174.51843,1966,-0.000686942,0.00249131,-0.000122092
182500,94.165231,1967,-0.000354046,0.00152901,-0.0000861
182500,173.423217,1968,-0.000314839,0.00143643,-0.0000738
182500,381.030549,1969,-0.00060749,0.00227166,-0.000107326
182500,630.384956,1970,-0.00109791,0.00369353,-0.000130458
183500,879.948916,1971,-0.00172411,0.00554202,-0.000148939
183500,919.151173,1972,-0.00199297,0.00636833,-0.000179721
183500,801.641055,1973,-0.00195669,0.00623812,-0.000172985
183500,572.515779,1974,-0.00158289,0.00515551,-0.000157788
183500,315.446595,1975,-0.0010364,0.00359928,-0.000119597
183500,133.528473,1976,-0.000535227,0.00215918,-0.0000864
183500,105.970982,1977,-0.000290768,0.00143846,-0.0000707
183500,224.495579,1978,-0.000348387,0.0016087,-0.0000779
183500,452.219429,1979,-0.000714027,0.00266212,-0.000110415
183500,706.534558,1980,-0.00125336,0.0041939,-0.000125392
184500,891.2554,1981,-0.00182149,0.00577247,-0.000180393
184500,890.30514,1982,-0.00200767,0.00632087,-0.000191094
184500,732.75528,1983,-0.00186577,0.00590682,-0.000173735
184500,481.194273,1984,-0.00143014,0.00465047,-0.000146235
184500,237.863622,1985,-0.000875101,0.00307107,-0.000108446
184500,94.873899,1986,-0.000420068,0.00178513,-0.000104056
184500,102.588707,1987,-0.000240147,0.00126751,-0.0000717
184500,267.128363,1988,-0.000386494,0.00169551,-0.0000984
184500,514.260064,1989,-0.000820933,0.00294757,-0.000101789
184500,757.252651,1990,-0.00136808,0.00452985,-0.00014992
185500,790.157407,1991,-0.00148791,0.00486846,-0.000156216
185500,900.307031,1992,-0.00188257,0.00597865,-0.00018625
185500,859.639121,1993,-0.00199136,0.00630906,-0.000191913
185500,668.68524,1994,-0.00176595,0.00564084,-0.000181587
185500,412.807846,1995,-0.00128755,0.00425345,-0.000144192
185500,190.302383,1996,-0.000730574,0.00268179,-0.000122803
185500,88.205985,1997,-0.0003459,0.00158141,-0.0000867
185500,137.828794,1998,-0.000250928,0.00132517,-0.0000795
185500,333.888054,1999,-0.000505095,0.00204447,-0.000100267
185500,590.151945,2000,-0.000983028,0.0034232,-0.000124923
186500,853.905349,2001,-0.00170036,0.005334,-0.000189922
186500,923.435397,2002,-0.00202072,0.00628394,-0.00021973
186500,833.982103,2003,-0.00204906,0.00633705,-0.000220462
186500,618.144327,2004,-0.00172824,0.00539957,-0.000197973
186500,360.833525,2005,-0.00121144,0.00390745,-0.000151738
186500,156.721218,2006,-0.00067651,0.00238508,-0.000144677
186500,86.112195,2007,-0.000351456,0.00147352,-0.00010436
186500,171.103942,2008,-0.000341581,0.00141679,-0.000107002
186500,385.781842,2009,-0.000642127,0.00229136,-0.000135724
186500,635.10404,2010,-0.00114552,0.00374316,-0.000159265
187500,887.8248,2011,-0.00177344,0.00567549,-0.000168051
187500,918.957899,2012,-0.00201088,0.00639376,-0.000182175
187500,785.792655,2013,-0.00194571,0.00618281,-0.000177399
187500,550.869198,2014,-0.00155718,0.00505246,-0.000161951
187500,293.719496,2015,-0.00100208,0.00347992,-0.000121766
187500,125.443224,2016,-0.000548763,0.00219202,-0.0000969
187500,93.39214,2017,-0.000262179,0.0013783,-0.0000678
187500,222.305153,2018,-0.000326028,0.00158167,-0.000076
187500,453.266324,2019,-0.000701496,0.00263808,-0.00010971
187500,698.078859,2020,-0.00123605,0.0041566,-0.000124174
188500,781.10578,2021,-0.00140653,0.00467458,-0.000147233
188500,914.673676,2022,-0.00186636,0.00596736,-0.00018346
188500,909.632465,2023,-0.00203551,0.00648267,-0.000192007
188500,742.338406,2024,-0.00188641,0.00602677,-0.000178171
188500,493.757018,2025,-0.00142433,0.00472028,-0.000149219
188500,248.590269,2026,-0.000873341,0.00313262,-0.000111155
188500,114.684367,2027,-0.000430188,0.00188463,-0.000100481
188500,135.267929,2028,-0.000272693,0.0014271,-0.0000748
188500,298.196985,2029,-0.000437776,0.00190919,-0.000108798
188500,544.716672,2030,-0.000874416,0.00316866,-0.000106739
189500,825.027111,2031,-0.00153654,0.00506813,-0.000157101
189500,924.127959,2032,-0.00192017,0.00618914,-0.00018665
189500,874.263462,2033,-0.00201773,0.00646629,-0.000192119
189500,672.953355,2034,-0.00175777,0.00572068,-0.000171949
189500,416.254547,2035,-0.00125515,0.00429087,-0.000137324
189500,197.066934,2036,-0.000706547,0.00271815,-0.000112016
189500,102.653131,2037,-0.000333988,0.00165803,-0.0000868
189500,158.492886,2038,-0.000255887,0.00143869,-0.0000717
189500,355.276927,2039,-0.000507838,0.00217317,-0.0000989
189500,606.612368,2040,-0.000990952,0.00356193,-0.000127949
190500,867.998188,2041,-0.00169183,0.00543579,-0.000174979
190500,918.217019,2042,-0.00200077,0.00635,-0.000195644
190500,829.456289,2043,-0.00200466,0.00634825,-0.000193915
190500,602.988498,2044,-0.00165781,0.00535282,-0.000161066
190500,345.194521,2045,-0.00112758,0.00384243,-0.00013589
190500,154.514686,2046,-0.00060611,0.002334,-0.00011956
190500,93.891428,2047,-0.000305522,0.00149144,-0.000081
190500,403.240834,2048,-0.000626937,0.002414,-0.000112122
190500,656.412398,2049,-0.00109126,0.00372406,-0.000123836
191500,893.236451,2050,-0.00178295,0.00577849,-0.00017654
191500,921.663725,2051,-0.00203057,0.00648463,-0.000193278
191500,782.007722,2052,-0.0019451,0.00620772,-0.00019379
191500,545.071007,2053,-0.00154526,0.00503862,-0.000174024
191500,290.208371,2054,-0.00100386,0.00345682,-0.000142863
191500,130.548849,2055,-0.000528065,0.00208158,-0.000121787
191500,109.498212,2056,-0.000305961,0.00144647,-0.0000936
191500,254.984381,2057,-0.000407618,0.00172898,-0.000116212
191500,486.251583,2058,-0.000798772,0.00285242,-0.000129852
191500,729.775652,2059,-0.00134514,0.00438461,-0.000165178
192500,778.303319,2060,-0.00146755,0.00478571,-0.000117933
192500,907.58699,2061,-0.00190413,0.00599367,-0.000147565
192500,890.611156,2062,-0.00204622,0.006439,-0.000164916
192500,712.091161,2063,-0.00186604,0.00590289,-0.000149025
192500,463.525899,2064,-0.00139836,0.00458239,-0.000118978
192500,230.551464,2065,-0.00084675,0.00298613,-0.0000745
192500,96.259021,2066,-0.000418049,0.00178138,-0.0000584
192500,121.85157,2067,-0.000270568,0.00135523,-0.0000418
192500,285.698669,2068,-0.000445264,0.00187107,-0.0000613
192500,537.179024,2069,-0.00089784,0.0031448,-0.0000718
193500,835.737668,2070,-0.00159416,0.00517034,-0.000169621
193500,924.884946,2071,-0.00196236,0.00622628,-0.00019567
193500,858.044617,2072,-0.0020298,0.00642207,-0.000205984
193500,661.195908,2073,-0.00175365,0.0056201,-0.000181908
193500,399.39148,2074,-0.00124961,0.00417149,-0.000142162
193500,182.329876,2075,-0.000707778,0.0026111,-0.000128444
193500,94.21355,2076,-0.000350115,0.00158106,-0.00009
193500,159.910221,2077,-0.000277356,0.00139941,-0.0000833
193500,352.957652,2078,-0.00053865,0.00216361,-0.000111523
193500,602.795224,2079,-0.00102745,0.0035429,-0.000124626
194500,878.789277,2080,-0.00175464,0.00554782,-0.000177122
194500,930.055006,2081,-0.00205601,0.00640489,-0.000207713
194500,823.046061,2082,-0.00202593,0.0063353,-0.000201162
194500,595.531379,2083,-0.00168454,0.0052942,-0.000164308
194500,334.951055,2084,-0.00114529,0.00376154,-0.000135415
194500,150.311001,2085,-0.000622587,0.00227082,-0.000112301
194500,98.529977,2086,-0.000341418,0.00146529,-0.00008
194500,205.087759,2087,-0.000371018,0.00153415,-0.0000867
194500,423.341223,2088,-0.000710058,0.00250216,-0.000123905
194500,674.531752,2089,-0.00122518,0.00398506,-0.000132853
195500,881.301829,2090,-0.00178083,0.0056687,-0.000175698
195500,896.763688,2091,-0.00199695,0.00631161,-0.000193911
195500,750.536409,2092,-0.00189293,0.00600051,-0.000175704
195500,506.25534,2093,-0.0014766,0.00480238,-0.000156888
195500,258.463293,2094,-0.000929069,0.00323366,-0.000105778
195500,109.192197,2095,-0.000462459,0.00190464,-0.000107559
195500,101.928358,2096,-0.000263051,0.00133433,-0.0000762
195500,256.83658,2097,-0.00038681,0.00169631,-0.0000988
195500,502.228819,2098,-0.000813742,0.00290535,-0.000112619
195500,750.439773,2099,-0.00136907,0.00447482,-0.000156593
196500,779.33411,2100,-0.00146386,0.00477289,-0.000161201
196500,897.440144,2101,-0.00186508,0.0059378,-0.000188638
196500,864.744755,2102,-0.00199967,0.00633502,-0.000205489
196500,689.091659,2103,-0.00179639,0.00574339,-0.000184813
196500,434.341677,2104,-0.00131541,0.00439507,-0.000154724
196500,202.414151,2105,-0.000758424,0.00280195,-0.000116941
196500,87.867757,2106,-0.000343167,0.00163216,-0.000102912
196500,122.334752,2107,-0.000223859,0.0012903,-0.0000803
196500,308.907527,2108,-0.000430527,0.0019138,-0.000111371
196500,569.552259,2109,-0.000919524,0.00326857,-0.000121855
197500,839.844723,2110,-0.00162928,0.00525295,-0.00016436
197500,930.69925,2111,-0.00198891,0.00628558,-0.000195732
197500,859.47806,2112,-0.00204497,0.00643131,-0.000189803
197500,647.070866,2113,-0.00174678,0.00556867,-0.00017653
197500,390.935788,2114,-0.00123409,0.00409693,-0.000134487
197500,173.648702,2115,-0.000689082,0.00255712,-0.000122007
197500,100.639872,2116,-0.000353149,0.00158647,-0.0000814
197500,176.580007,2117,-0.000307292,0.00147249,-0.0000793
197500,381.964701,2118,-0.000594337,0.00230158,-0.000105236
197500,632.317687,2119,-0.00109413,0.00373329,-0.000132408
198500,868.352522,2120,-0.00168845,0.00550991,-0.000174679
198500,902.932325,2121,-0.00196331,0.00630567,-0.000194491
198500,791.864654,2122,-0.00192118,0.00618301,-0.000190847
198500,558.535695,2123,-0.00155821,0.00512576,-0.00016956
198500,302.207398,2124,-0.00101413,0.00357783,-0.000136293
198500,124.798981,2125,-0.000505312,0.00212765,-0.0000985
198500,89.881016,2126,-0.000243993,0.00137059,-0.0000745
198500,208.937111,2127,-0.000294755,0.00151146,-0.0000764
198500,437.756167,2128,-0.000661512,0.00255564,-0.000119277
198500,685.161773,2129,-0.00119892,0.00409497,-0.000129969
199500,902.755158,2130,-0.00184158,0.0058344,-0.000172429
199500,899.453407,2131,-0.00203059,0.00640665,-0.00017903
199500,743.997334,2132,-0.00189961,0.00601248,-0.000168877
199500,503.630048,2133,-0.00146067,0.0047695,-0.000147867
199500,255.612518,2134,-0.000900199,0.00319016,-0.000105433
199500,107.58159,2135,-0.000448174,0.00187909,-0.0000969
199500,108.692909,2136,-0.000247702,0.00133078,-0.0000635
199500,261.909994,2137,-0.000383356,0.00171948,-0.0000837
199500,502.228819,2138,-0.000803317,0.00290352,-0.000089
199500,738.585686,2139,-0.00134026,0.00445756,-0.000139225
200500,805.603155,2140,-0.00153153,0.0049716,-0.000170303
200500,922.17912,2141,-0.00193612,0.00613628,-0.000191895
200500,884.523049,2142,-0.00205222,0.00647419,-0.000203589
200500,694.4872,2143,-0.00183331,0.00581806,-0.000180441
200500,436.596529,2144,-0.00134148,0.00443738,-0.000155837
200500,212.544872,2145,-0.000784623,0.00283985,-0.000117458
200500,102.653131,2146,-0.00039063,0.00171862,-0.000102369
200500,145.72077,2147,-0.000285432,0.00141443,-0.0000808
200500,329.088443,2148,-0.000512156,0.002067,-0.000111957
200500,577.701939,2149,-0.000979842,0.00339338,-0.000132142
201500,849.492277,2150,-0.00164842,0.00533252,-0.000169687
201500,924.031322,2151,-0.00199503,0.00630917,-0.000198244
201500,842.518336,2152,-0.00201985,0.00639187,-0.000203913
201500,626.406752,2153,-0.00170354,0.00547453,-0.000170454
201500,368.210109,2154,-0.00117717,0.00398506,-0.00013671
201500,163.099223,2155,-0.000646004,0.00245842,-0.00012104
201500,94.277974,2156,-0.00032289,0.00153097,-0.0000934
201500,176.096825,2157,-0.00029901,0.00146389,-0.0000897
201500,388.358815,2158,-0.000599595,0.00233818,-0.000116736
201500,638.035349,2159,-0.00110131,0.00378189,-0.000136749
202500,867.096246,2160,-0.00172673,0.00554205,-0.000176357
202500,906.668942,2161,-0.00199145,0.00631625,-0.000200661
202500,782.861345,2162,-0.00193817,0.00615001,-0.000194119
202500,546.890994,2163,-0.00155755,0.00504794,-0.000168631
202500,291.754554,2164,-0.00101041,0.00347691,-0.000133192
202500,95.679202,2165,-0.00028091,0.00137719,-0.0000824
202500,225.623005,2166,-0.000363393,0.00160593,-0.0000903
202500,461.109987,2167,-0.000743526,0.0027056,-0.000121579
202500,713.572921,2168,-0.00128476,0.00425554,-0.000138524
203500,772.923883,2169,-0.00142094,0.00468041,-0.000151101
203500,916.155437,2170,-0.00186345,0.00595811,-0.00018412
203500,908.150703,2171,-0.002045,0.0064854,-0.000196584
203500,736.669061,2172,-0.00189272,0.00603469,-0.000193022
203500,492.484638,2173,-0.00143644,0.00472838,-0.000160925
203500,248.590269,2174,-0.000877524,0.00314246,-0.000116614
203500,114.313928,2175,-0.000432977,0.00188015,-0.000106333
203500,122.125373,2176,-0.000268681,0.0013888,-0.0000827
203500,278.402616,2177,-0.000420217,0.00183885,-0.00010542
203500,521.701076,2178,-0.000856212,0.00306065,-0.000110787
203500,754.401872,2179,-0.00138083,0.00459037,-0.000154193
204500,813.205234,2180,-0.00152908,0.00498912,-0.000149245
204500,919.98869,2181,-0.00193528,0.00613084,-0.000173764
204500,677.38253,2182,-0.0018025,0.00573128,-0.000167978
204500,422.938571,2183,-0.0012958,0.00431832,-0.000132401
204500,197.711177,2184,-0.000757302,0.00274964,-0.0000977
204500,102.653131,2185,-0.000379013,0.00167129,-0.000081
204500,160.184024,2186,-0.000287972,0.00143605,-0.0000628
204500,353.360304,2187,-0.00102776,0.00354446,-0.000110561
204500,822.22465,2188,-0.00156371,0.0050813,-0.000152904
205500,844.257795,2189,-0.00164758,0.00532057,-0.000158381
205500,907.989642,2190,-0.0019685,0.00624214,-0.000186146
205500,819.422188,2191,-0.00197636,0.00625913,-0.000196306
205500,597.641276,2192,-0.00164821,0.00530093,-0.000166078
205500,338.83262,2193,-0.00111542,0.00380765,-0.000128694
205500,142.660616,2194,-0.000597288,0.00229564,-0.00010893
205500,85.790074,2195,-0.000289079,0.00142092,-0.0000684
205500,181.911118,2196,-0.000265401,0.00137534,-0.0000748
205500,402.43553,2197,-0.000610466,0.00237361,-0.000105276
205500,664.320489,2198,-0.00114897,0.00390586,-0.000126844
206500,875.568056,2199,-0.00173411,0.00561615,-0.000213432
206500,898.148813,2200,-0.00197423,0.00631806,-0.000233651
206500,767.721614,2201,-0.00190508,0.00608669,-0.000218517
206500,525.872552,2202,-0.00149684,0.0049426,-0.000203062
206500,277.677843,2203,-0.000956442,0.0033767,-0.000162987
206500,114.185079,2204,-0.00047129,0.00199729,-0.000139707
206500,95.518141,2205,-0.000249406,0.00136042,-0.000113007
206500,240.843246,2206,-0.000341691,0.00164419,-0.000125391
206500,478.794466,2207,-0.000745564,0.00279301,-0.000144687
206500,731.015822,2208,-0.00129427,0.00436375,-0.000185118
207500,758.669987,2209,-0.00141547,0.00463876,-0.000145277
207500,891.786902,2210,-0.00184839,0.00585306,-0.000177636
207500,875.294252,2211,-0.00199652,0.00633185,-0.000188595
207500,700.849107,2212,-0.00183193,0.0058225,-0.000182498
207500,453.781719,2213,-0.00137187,0.00451241,-0.000151953
207500,211.449659,2214,-0.000812539,0.00292188,-0.000106368
207500,88.495894,2215,-0.000381353,0.00170187,-0.0000958
207500,115.844005,2216,-0.000236096,0.00129777,-0.0000703
207500,290.12784,2217,-0.000418236,0.00184007,-0.000100738
207500,546.359493,2218,-0.000894053,0.0031684,-0.000107355
208500,821.306602,2219,-0.00156338,0.00507884,-0.000167575
208500,923.515927,2220,-0.00194554,0.00618997,-0.00018904
208500,862.167779,2221,-0.0020308,0.00642698,-0.000197264
208500,664.916415,2222,-0.00177567,0.00566664,-0.000178454
208500,405.656746,2223,-0.0012649,0.00421531,-0.000136269
208500,187.065062,2224,-0.000726005,0.00265742,-0.000120244
208500,99.25475,2225,-0.000354701,0.00162623,-0.0000853
208500,165.885574,2226,-0.000303002,0.00144729,-0.0000729
208500,368.194003,2227,-0.000565472,0.00222828,-0.00010452
208500,623.28217,2228,-0.00106618,0.00365357,-0.000137778
209500,875.584162,2229,-0.00173119,0.00554813,-0.000188364
209500,928.057849,2230,-0.00204676,0.00644016,-0.0002195
209500,834.416967,2231,-0.00203991,0.00641287,-0.000214099
209500,600.556478,2232,-0.00167954,0.00539412,-0.000183427
209500,341.377381,2233,-0.00115401,0.0038658,-0.000156874
209500,156.447415,2234,-0.000639723,0.0023795,-0.000130736
209500,102.926935,2235,-0.000349315,0.00155619,-0.0000957
209500,430.701703,2236,-0.00071607,0.00259501,-0.000133722
209500,684.227619,2237,-0.0012381,0.004089,-0.00014309
210500,890.643368,2238,-0.00181281,0.00577062,-0.000182948
210500,906.926639,2239,-0.00202982,0.00640921,-0.000192509
210500,763.292437,2240,-0.00191828,0.00610089,-0.000188321
210500,524.825656,2241,-0.00150481,0.00491262,-0.00016333
210500,270.333472,2242,-0.000953544,0.00333763,-0.000123361
210500,115.296398,2243,-0.000515844,0.00208695,-0.000104897
210500,99.592978,2244,-0.00025848,0.00136011,-0.0000781
210500,239.989624,2245,-0.00035577,0.00165627,-0.0000922
210500,474.478036,2246,-0.00075396,0.0027882,-0.000111135
210500,725.346476,2247,-0.00129406,0.00433035,-0.000151758
211500,773.197687,2248,-0.00144844,0.00472792,-0.0001629
211500,896.650945,2249,-0.00187048,0.00592043,-0.000195794
211500,876.196194,2250,-0.00202298,0.00635496,-0.000208547
211500,696.033385,2251,-0.0018389,0.00579161,-0.000198774
211500,441.476672,2252,-0.00136024,0.00444545,-0.000162818
211500,208.115701,2253,-0.000805802,0.0028493,-0.000123404
211500,90.509153,2254,-0.000392725,0.00168297,-0.000114639
211500,125.45933,2255,-0.000262914,0.00133017,-0.000091
211500,305.573569,2256,-0.000470775,0.00193952,-0.00011472
211500,561.193199,2257,-0.000943634,0.00327311,-0.00012566
212500,815.234603,2258,-0.00158652,0.00509679,-0.000175674
212500,900.307031,2259,-0.00194014,0.00611912,-0.000199851
212500,830.712564,2260,-0.0019919,0.00629064,-0.000202454
212500,626.841616,2261,-0.00171485,0.00545719,-0.000176393
212500,367.17932,2262,-0.00120302,0.00400394,-0.000148235
212500,157.800325,2263,-0.000664956,0.00246697,-0.000128071
212500,80.877722,2264,-0.000318074,0.00147824,-0.0000857
212500,155.787066,2265,-0.000278166,0.00136967,-0.0000917
212500,367.694714,2266,-0.000578,0.00222494,-0.000115668
212500,628.258952,2267,-0.0010868,0.00369691,-0.000142673
213500,853.969774,2268,-0.00168013,0.00544277,-0.000196726
213500,897.617311,2269,-0.00195975,0.00626624,-0.000221182
213500,789.722543,2270,-0.00193375,0.00616384,-0.000221161
213500,556.844556,2271,-0.00157677,0.00511952,-0.000189456
213500,307.329131,2272,-0.00103737,0.00358048,-0.000159213
213500,128.310105,2273,-0.000529265,0.00212473,-0.000119908
213500,84.485482,2274,-0.000263268,0.00136461,-0.0000926
213500,210.000112,2275,-0.00031553,0.0015169,-0.0000891
213500,437.063605,2276,-0.000682407,0.00256233,-0.000120968
213500,690.637844,2277,-0.00123584,0.00413384,-0.000135357
214500,881.495102,2278,-0.00178807,0.00572988,-0.000184883
214500,894.057862,2279,-0.00200236,0.00634507,-0.000199279
214500,740.019129,2280,-0.00187997,0.00598725,-0.000181631
214500,499.50689,2281,-0.00145928,0.00476954,-0.000160757
214500,251.279983,2282,-0.000910722,0.0031992,-0.000123531
214500,104.58586,2283,-0.000441923,0.00188841,-0.000112037
214500,108.789545,2284,-0.0002662,0.00136304,-0.0000767
214500,264.132632,2285,-0.000401043,0.00176284,-0.0000998
214500,514.453337,2286,-0.000829694,0.0029885,-0.00011329
214500,754.772312,2287,-0.00138817,0.00457285,-0.000154837
215500,802.73627,2288,-0.00152274,0.00491843,-0.000169648
215500,922.09859,2289,-0.00194781,0.00611493,-0.000194853
215500,888.678424,2290,-0.00207919,0.00649289,-0.000208642
215500,705.278283,2291,-0.00187342,0.00586983,-0.000187178
215500,453.717294,2292,-0.00138293,0.00448846,-0.000168013
215500,222.93329,2293,-0.000830981,0.0028973,-0.000124468
215500,115.376929,2294,-0.000429305,0.00176315,-0.000109827
215500,152.920185,2295,-0.000321229,0.0014524,-0.0000821
215500,337.56024,2296,-0.00054096,0.00209468,-0.000109939
215500,593.051041,2297,-0.00101246,0.0034281,-0.000132292
216500,831.083005,2298,-0.00157966,0.00508413,-0.000174624
216500,909.600253,2299,-0.00196227,0.00619776,-0.000195726
216500,827.732936,2300,-0.00200391,0.00629968,-0.000200417
216500,618.836889,2301,-0.0016972,0.00540631,-0.000170099
216500,360.076539,2302,-0.00118474,0.00393872,-0.000134668
216500,156.060869,2303,-0.000644992,0.00240221,-0.000117351
216500,85.741756,2304,-0.000310977,0.00146378,-0.0000796
216500,172.231367,2305,-0.000282826,0.00139734,-0.0000779
216500,381.513731,2306,-0.0005853,0.00228572,-0.0000965
216500,641.208248,2307,-0.00111387,0.00378015,-0.000128891
217500,873.039398,2308,-0.00173916,0.00557812,-0.000173634
217500,919.296128,2309,-0.00201198,0.00638679,-0.000204186
217500,796.519316,2310,-0.00197195,0.00624706,-0.000190505
217500,309.761149,2311,-0.00103782,0.00358566,-0.000126512
217500,135.235716,2312,-0.000542597,0.00216282,-0.00010015
217500,101.461282,2313,-0.000291418,0.00144943,-0.0000771
217500,227.346355,2314,-0.000360658,0.00163896,-0.0000973
217500,459.950349,2315,-0.000738342,0.0027171,-0.000116374
217500,713.895043,2316,-0.00127397,0.00426412,-0.000138998
218500,902.835689,2317,-0.00186285,0.00588965,-0.000186954
218500,907.474247,2318,-0.00205554,0.00646946,-0.000201816
218500,746.896431,2319,-0.00191302,0.00605261,-0.000188754
218500,253.01944,2320,-0.000915549,0.00318999,-0.000127232
218500,113.36367,2321,-0.000473341,0.00191896,-0.000117502
218500,127.665862,2322,-0.000300264,0.00142368,-0.0000841
218500,286.407337,2323,-0.000450493,0.00188046,-0.000112695
218500,536.212659,2324,-0.000897309,0.00312325,-0.000117463
219500,791.768017,2325,-0.00150376,0.00491278,-0.000165019
219500,904.945588,2326,-0.00190773,0.0060442,-0.000182531
219500,862.683175,2327,-0.00200703,0.00636738,-0.000195893
219500,671.584337,2328,-0.00178993,0.00569179,-0.000174803
219500,413.226604,2329,-0.00129132,0.00429428,-0.000145503
219500,191.99352,2330,-0.000740729,0.00271666,-0.000109559
219500,93.955852,2331,-0.000363505,0.00163712,-0.0000841
219500,149.135258,2332,-0.000276942,0.00139279,-0.0000698
219500,346.483008,2333,-0.00052822,0.00211594,-0.000101235
219500,599.735068,2334,-0.00101842,0.00351374,-0.000126547
220500,827.942315,2335,-0.00162659,0.00525244,-0.000163045
220500,899.147391,2336,-0.00195545,0.00619951,-0.000184693
220500,816.748576,2337,-0.00197457,0.00625073,-0.000192352
220500,595.064302,2338,-0.00165406,0.00531238,-0.000165774
220500,339.557394,2339,-0.0011251,0.00382576,-0.00013074
220500,139.680993,2340,-0.000596349,0.00230478,-0.000109118
220500,80.684449,2341,-0.000292274,0.0014257,-0.0000739
220500,179.897858,2342,-0.000294562,0.00143765,-0.0000739
220500,402.51606,2343,-0.00062557,0.00238974,-0.000114949
220500,659.810784,2344,-0.00115804,0.00391625,-0.000124552
221500,870.542952,2345,-0.00173915,0.00560868,-0.000175141
