MD_N_cycles--1,MD_Load--1,MD_index--1 ,exx--1 ,eyy--1 ,exy--1
84500,844.11284,996,-0.00199174,0.00624506,-0.000187659
84500,628.339482,997,-0.00166986,0.00531741,-0.000171681
84500,368.065154,998,-0.00115277,0.00383483,-0.000131042
84500,172.118625,999,-0.000621855,0.00231698,-0.000115854
84500,101.976676,1000,-0.000300111,0.001408,-0.0000783
84500,189.964155,1001,-0.000291606,0.00136495,-0.00008
84500,400.712179,1002,-0.000594208,0.00225522,-0.000104649
84500,652.675785,1003,-0.00110701,0.00370101,-0.000132668
85500,888.517363,1004,-0.00175621,0.00552504,-0.000160565
85500,922.871683,1005,-0.00199724,0.00623091,-0.000181492
85500,796.422679,1006,-0.00193445,0.00606424,-0.000169376
85500,557.424375,1007,-0.00155294,0.00495663,-0.000151707
85500,302.771111,1008,-0.00100433,0.0033887,-0.000119875
85500,130.355576,1009,-0.000510398,0.00199121,-0.0000999
85500,102.637025,1010,-0.000260508,0.00128241,-0.0000808
85500,224.849913,1011,-0.00032902,0.00149094,-0.0000628
85500,453.991098,1012,-0.000703297,0.00254428,-0.000106064
85500,701.090699,1013,-0.00122923,0.00403473,-0.0001173
86500,774.115734,1014,-0.00140637,0.00454621,-0.000149246
86500,913.626779,1015,-0.00185456,0.00579879,-0.000179825
86500,903.592676,1016,-0.00202681,0.00631909,-0.000191484
86500,741.388147,1017,-0.00187439,0.00585898,-0.000185419
86500,489.086254,1018,-0.00141925,0.00457293,-0.00015039
86500,247.543374,1019,-0.00085995,0.00298971,-0.000111401
86500,112.719427,1020,-0.000420253,0.0017221,-0.000099
86500,123.752086,1021,-0.000256766,0.00124927,-0.0000808
86500,281.156755,1022,-0.000407678,0.00170481,-0.0000946
86500,526.597326,1023,-0.000836218,0.00292919,-0.000105858
87500,823.770835,1024,-0.00152366,0.00494647,-0.000153515
87500,927.34918,1025,-0.00190888,0.00603363,-0.000171769
87500,874.875494,1026,-0.00199555,0.00630364,-0.000180816
87500,673.388219,1027,-0.00174461,0.00556615,-0.000165114
87500,414.563409,1028,-0.00124626,0.00415574,-0.000124078
87500,193.008203,1029,-0.000698898,0.00258564,-0.000124378
87500,98.256174,1030,-0.000320122,0.00150768,-0.0000748
87500,145.962361,1031,-0.000234822,0.00125782,-0.0000734
87500,339.267484,1032,-0.000473566,0.00196163,-0.000100131
87500,586.528075,1033,-0.000947362,0.00330428,-0.000106703
88500,862.683174,1034,-0.00165682,0.00513912,-0.000158149
88500,929.636247,1035,-0.00201789,0.00618766,-0.000174934
88500,837.831461,1036,-0.00201572,0.00619901,-0.000176852
88500,609.414827,1037,-0.00167758,0.00522755,-0.000158715
88500,348.947238,1038,-0.00114435,0.00371959,-0.000121498
88500,156.479627,1039,-0.000624019,0.00221984,-0.0000946
88500,93.698155,1040,-0.000308874,0.00134682,-0.0000643
88500,188.756199,1041,-0.000307453,0.00135001,-0.0000603
88500,408.008234,1042,-0.000631395,0.0022654,-0.0000795
88500,652.434194,1043,-0.00112959,0.0037123,-0.000106483
89500,880.158295,1044,-0.00174655,0.00549316,-0.000162216
89500,897.150234,1045,-0.0019817,0.00617801,-0.000184941
89500,769.316117,1046,-0.00190169,0.00591705,-0.000180247
89500,525.244414,1047,-0.00149401,0.00477499,-0.000154656
89500,274.730431,1048,-0.000949514,0.00322048,-0.000110733
89500,117.87337,1049,-0.000466325,0.00184531,-0.000106866
89500,87.867757,1050,-0.000235866,0.0011907,-0.0000864
89500,231.050752,1051,-0.000333995,0.00147937,-0.0000746
89500,476.233599,1052,-0.000738018,0.0026134,-0.000119971
89500,726.715494,1053,-0.00127613,0.00416585,-0.000127562
90500,777.787924,1054,-0.00142308,0.00460558,-0.000131074
90500,911.404136,1055,-0.00185049,0.00581223,-0.000164544
90500,893.010966,1056,-0.00200479,0.00626079,-0.00016483
90500,715.505653,1057,-0.00182601,0.0057452,-0.000164092
90500,470.097181,1058,-0.00136938,0.00443935,-0.000131153
90500,230.921904,1059,-0.000813487,0.00285268,-0.00010474
90500,103.184632,1060,-0.000379569,0.00162508,-0.0000638
90500,123.897041,1061,-0.000233491,0.00118859,-0.0000689
90500,281.800998,1062,-0.000407944,0.00170039,-0.0000719
90500,537.340085,1063,-0.000851271,0.00297148,-0.0000911
91500,814.123282,1064,-0.00153965,0.00490925,-0.000159247
91500,908.472825,1065,-0.00191113,0.00596398,-0.000169122
91500,847.978304,1066,-0.00197926,0.0061667,-0.000184562
91500,650.67863,1067,-0.0017118,0.00538743,-0.000161936
91500,392.771881,1068,-0.00121378,0.00396661,-0.000117805
91500,172.440746,1069,-0.000670409,0.00241353,-0.000104907
91500,80.893828,1070,-0.00030975,0.00138563,-0.0000744
91500,147.943408,1071,-0.000244619,0.00119861,-0.0000798
91500,608.86722,1072,-0.00101627,0.00340985,-0.000123493
92500,870.349679,1073,-0.00167933,0.00534686,-0.000162776
92500,927.735727,1074,-0.00199085,0.00623995,-0.00017984
92500,826.992055,1075,-0.00197355,0.00619995,-0.000181747
92500,599.364628,1076,-0.00162362,0.00518985,-0.000156207
92500,342.295427,1077,-0.001082,0.00365594,-0.000126749
92500,154.305307,1078,-0.000563304,0.00218434,-0.000100931
92500,98.304492,1079,-0.000285082,0.00136542,-0.0000694
92500,210.467188,1080,-0.000304953,0.00144017,-0.0000681
92500,429.381004,1081,-0.000644315,0.00241518,-0.0001042
92500,679.411898,1082,-0.00116762,0.00389143,-0.000113552
93500,901.740474,1083,-0.00180293,0.0056867,-0.000168264
93500,914.673676,1084,-0.0020193,0.00631816,-0.000177376
93500,771.40991,1085,-0.00192035,0.00599275,-0.000174579
93500,526.983872,1086,-0.00150417,0.00480373,-0.000149805
93500,277.065812,1087,-0.000946406,0.00322814,-0.000109043
93500,121.674403,1088,-0.000469431,0.00187517,-0.000100996
93500,107.710438,1089,-0.00026527,0.00127577,-0.0000745
93500,251.199453,1090,-0.000370394,0.00159503,-0.0000775
93500,487.411221,1091,-0.000770245,0.00274078,-0.000118932
93500,728.358316,1092,-0.00129884,0.0042395,-0.000130177
94500,794.200038,1093,-0.00145473,0.00467546,-0.00014384
94500,916.912424,1094,-0.00188614,0.00589396,-0.000182025
94500,893.606891,1095,-0.00202977,0.00632718,-0.000192511
94500,717.325641,1096,-0.00188091,0.00585935,-0.000186345
94500,459.386636,1097,-0.00136152,0.00440759,-0.000144312
94500,226.476627,1098,-0.000813055,0.00283506,-0.000124129
94500,110.110243,1099,-0.000400663,0.00165103,-0.0000941
94500,143.868572,1100,-0.0002735,0.00129143,-0.0000833
94500,316.863929,1101,-0.000474156,0.00188392,-0.000110368
94500,566.073344,1102,-0.000932076,0.00318163,-0.000110842
95500,842.566654,1103,-0.00160062,0.00509163,-0.000160675
95500,931.955526,1104,-0.00197459,0.00613702,-0.00017582
95500,858.81771,1105,-0.00203528,0.00633481,-0.000185294
95500,653.609938,1106,-0.00172871,0.00545737,-0.000158669
95500,395.493809,1107,-0.0012217,0.00400368,-0.0001271
95500,182.458724,1108,-0.000680576,0.00246164,-0.000112703
95500,103.76445,1109,-0.000338125,0.00147966,-0.0000682
95500,175.774703,1110,-0.000288149,0.00134718,-0.0000689
95500,378.872334,1111,-0.000573384,0.00217214,-0.0000925
95500,635.087934,1112,-0.00106714,0.00357715,-0.000120205
96500,880.206614,1113,-0.00171123,0.00544624,-0.000152236
96500,926.865997,1114,-0.00199864,0.00627872,-0.000171184
96500,812.963643,1115,-0.00196359,0.00616886,-0.000171227
96500,586.254272,1116,-0.00160114,0.00512418,-0.000160349
96500,324.949181,1117,-0.00106091,0.00357276,-0.000121922
96500,143.868572,1118,-0.000553687,0.00213101,-0.0000884
96500,102.878616,1119,-0.000272661,0.00134645,-0.0000718
96500,214.912465,1120,-0.000322489,0.00146643,-0.000068
96500,437.981652,1121,-0.000669508,0.00246773,-0.00010563
96500,682.149933,1122,-0.00118963,0.00395051,-0.000110695
97500,885.811538,1123,-0.00177114,0.00559824,-0.000170722
97500,894.830955,1124,-0.00197027,0.00619076,-0.000179143
97500,736.749591,1125,-0.00185256,0.00583103,-0.000183134
97500,493.869761,1126,-0.00142564,0.00460863,-0.000150579
97500,248.670799,1127,-0.000878761,0.0030351,-0.000111104
97500,106.099831,1128,-0.000424655,0.00173208,-0.0000945
97500,105.826028,1129,-0.00022735,0.00119602,-0.0000807
97500,263.19848,1130,-0.00037104,0.00160874,-0.0000892
97500,511.296545,1131,-0.000808331,0.0028417,-0.000118479
97500,754.675676,1132,-0.00135846,0.00441268,-0.000154856
98500,801.141766,1133,-0.00147316,0.00476039,-0.000149406
98500,919.296128,1134,-0.00189531,0.00594754,-0.000170358
98500,885.473309,1135,-0.00201773,0.00632139,-0.000188974
98500,700.945744,1136,-0.0018061,0.00569388,-0.000170136
98500,445.970269,1137,-0.00133171,0.00432375,-0.000142108
98500,215.443965,1138,-0.000772854,0.00274317,-0.000113882
98500,102.669237,1139,-0.000377905,0.00161271,-0.0000796
98500,147.605181,1140,-0.000262681,0.00129453,-0.0000733
98500,334.306812,1141,-0.000488216,0.00195106,-0.000102609
98500,584.563132,1142,-0.000963681,0.00328782,-0.000108393
99500,833.643874,1143,-0.00159084,0.00508926,-0.000172921
99500,912.773155,1144,-0.00193029,0.00605153,-0.000184031
99500,833.096267,1145,-0.00196104,0.00615074,-0.000191905
99500,620.447499,1146,-0.00165731,0.00526482,-0.000173313
99500,362.798466,1147,-0.00114104,0.00380987,-0.000143934
99500,154.57911,1148,-0.000607133,0.00228659,-0.000114785
99500,85.88671,1149,-0.000280071,0.00134231,-0.0000915
99500,166.706984,1150,-0.000248643,0.00125784,-0.0000957
99500,380.402412,1151,-0.000557224,0.0021462,-0.000111832
99500,639.694276,1152,-0.00107545,0.00361258,-0.000142304
100500,863.021403,1153,-0.00170038,0.00537551,-0.000163982
100500,901.821004,1154,-0.00197483,0.00615146,-0.000183017
100500,782.474799,1155,-0.00192108,0.00599896,-0.000171984
100500,551.223531,1156,-0.00154122,0.00491597,-0.000155142
100500,294.60533,1157,-0.00100476,0.00337016,-0.000118664
100500,126.522331,1158,-0.000504029,0.00196496,-0.000105715
100500,92.957276,1159,-0.000256741,0.00125027,-0.0000843
100500,223.029927,1160,-0.00032366,0.00146215,-0.0000746
100500,457.614967,1161,-0.000705405,0.00254398,-0.000112648
100500,707.033847,1162,-0.0012436,0.00409008,-0.000131047
101500,914.174386,1163,-0.00182788,0.00578703,-0.000165986
101500,910.679362,1164,-0.00202058,0.00635557,-0.000180252
101500,752.179231,1165,-0.00188287,0.00591878,-0.000163548
101500,497.139296,1166,-0.00142586,0.00464767,-0.000144975
101500,255.290396,1167,-0.000874213,0.00306386,-0.000106899
101500,114.072337,1168,-0.000460882,0.00188965,-0.0000937
101500,122.30254,1169,-0.000253111,0.00129525,-0.0000773
101500,286.085215,1170,-0.000408336,0.00173931,-0.0000857
101500,532.282774,1171,-0.000837668,0.00296361,-0.0000999
102500,811.61073,1172,-0.00153497,0.00487935,-0.000156581
102500,915.801103,1173,-0.00191697,0.00597534,-0.000177637
102500,867.466687,1174,-0.00202248,0.00628467,-0.000187905
102500,679.041458,1175,-0.00177885,0.00556957,-0.000167038
102500,421.553448,1176,-0.0012966,0.00417616,-0.000135095
102500,193.668552,1177,-0.000750633,0.00261317,-0.000120051
102500,96.726097,1178,-0.000356991,0.0015066,-0.0000749
102500,137.39393,1179,-0.000260035,0.00122622,-0.0000831
102500,324.78812,1180,-0.000488691,0.0019043,-0.000103603
102500,581.100323,1181,-0.00096268,0.00325412,-0.000109553
103500,852.262527,1182,-0.00165597,0.0052378,-0.000160464
103500,925.513084,1183,-0.0019825,0.00616799,-0.000178879
103500,832.661402,1184,-0.00199859,0.00620355,-0.000180823
103500,613.473562,1185,-0.00166873,0.005261,-0.000161296
103500,356.694262,1186,-0.00114822,0.00377928,-0.000133399
103500,159.700842,1187,-0.000615586,0.00226247,-0.000102311
103500,177.67522,1188,-0.000281655,0.00132183,-0.0000755
103500,390.806939,1189,-0.000586315,0.00221132,-0.0000944
103500,645.411938,1190,-0.00109685,0.00366389,-0.000126803
104500,891.416461,1191,-0.0017705,0.00558394,-0.000169896
104500,922.227439,1192,-0.0020103,0.00629791,-0.00017659
104500,787.161673,1193,-0.00193363,0.00606278,-0.000174732
104500,553.333429,1194,-0.00153256,0.00493741,-0.000161264
104500,295.458952,1195,-0.000989663,0.00336801,-0.000118629
104500,129.421424,1196,-0.000498968,0.0019745,-0.000103715
104500,103.909405,1197,-0.000265209,0.00129403,-0.0000812
104500,231.743314,1198,-0.000341482,0.0015185,-0.0000726
104500,461.947503,1199,-0.000721473,0.00259377,-0.000115242
104500,704.746782,1200,-0.00124652,0.0040919,-0.000122513
105500,892.189554,1201,-0.00182345,0.00572208,-0.000191988
105500,876.598847,1202,-0.0019855,0.0062065,-0.000196789
105500,715.135212,1203,-0.00182953,0.00574103,-0.000188933
105500,466.602161,1204,-0.00137225,0.00445428,-0.000157072
105500,223.239306,1205,-0.000819087,0.00287212,-0.000131975
105500,92.796215,1206,-0.000393814,0.00164219,-0.000105444
105500,118.340446,1207,-0.000236168,0.00120613,-0.0000871
105500,292.801449,1208,-0.00041741,0.00173326,-0.000108959
105500,776.789346,1209,-0.0014145,0.0046042,-0.000160168
106500,804.443516,1210,-0.00152484,0.00486942,-0.000146886
106500,904.027541,1211,-0.00189632,0.00593717,-0.000182742
106500,850.47475,1212,-0.00198141,0.00619006,-0.000177321
106500,651.78995,1213,-0.00172325,0.00544623,-0.000164473
106500,398.022464,1214,-0.00123032,0.0040396,-0.000133971
106500,178.255039,1215,-0.000686141,0.0024862,-0.000116497
106500,86.998029,1216,-0.000341469,0.00150867,-0.0000851
106500,147.621287,1217,-0.000241599,0.00122976,-0.0000774
106500,347.70707,1218,-0.000516277,0.00202419,-0.000103125
106500,607.288823,1219,-0.00101759,0.00342875,-0.000117942
107500,859.735758,1220,-0.0016954,0.00531332,-0.000162451
107500,918.716308,1221,-0.00200244,0.00621029,-0.000184363
107500,822.836682,1222,-0.00198674,0.00619148,-0.000188753
107500,599.638431,1223,-0.0016488,0.00521149,-0.000165222
107500,340.072788,1224,-0.00111645,0.0036929,-0.000132979
107500,149.328531,1225,-0.000644304,0.00233893,-0.000102606
107500,88.012712,1226,-0.000297678,0.00134869,-0.0000791
107500,188.38576,1227,-0.000301656,0.00136596,-0.0000812
107500,402.306681,1228,-0.00062713,0.00230451,-0.000105629
107500,657.31434,1229,-0.00114294,0.00377205,-0.000129086
108500,902.513567,1230,-0.0017527,0.00564361,-0.000214424
108500,925.770782,1231,-0.0019945,0.00633608,-0.000230571
108500,782.523117,1232,-0.00190757,0.00605611,-0.000228573
108500,539.723786,1233,-0.00149208,0.00489187,-0.000203373
108500,285.682563,1234,-0.000945267,0.00331803,-0.000159596
108500,127.295422,1235,-0.000459096,0.00196052,-0.000150708
108500,110.400152,1236,-0.000250522,0.00133152,-0.000117678
108500,251.730954,1237,-0.000354078,0.00163765,-0.000122981
108500,486.106628,1238,-0.000694813,0.00263801,-0.000157533
108500,729.904501,1239,-0.00129095,0.0043081,-0.000179421
109500,772.215215,1240,-0.00140647,0.0046183,-0.00013951
109500,899.469513,1241,-0.00179187,0.00572084,-0.000167195
109500,879.916704,1242,-0.00196462,0.0062474,-0.000180962
109500,703.361658,1243,-0.00178847,0.00570357,-0.00017191
109500,453.330749,1244,-0.00131551,0.00438387,-0.000139737
109500,217.054573,1245,-0.000772437,0.00279861,-0.000113562
109500,93.086125,1246,-0.00033889,0.00159489,-0.000077
109500,118.565931,1247,-0.000207758,0.0011934,-0.0000758
109500,293.059146,1248,-0.000397447,0.00175098,-0.0000903
109500,548.920361,1249,-0.000857154,0.00306827,-0.0000987
110500,814.574252,1250,-0.00154337,0.00496769,-0.0001701
110500,903.898692,1251,-0.00190309,0.00599261,-0.000178274
110500,841.390909,1252,-0.00196395,0.00617984,-0.00018944
110500,634.717494,1253,-0.00168766,0.00537329,-0.000168892
110500,379.194455,1254,-0.00117678,0.00393648,-0.000137047
110500,161.182601,1255,-0.000634281,0.00238362,-0.000118427
110500,82.27895,1256,-0.000284329,0.00137848,-0.0000789
110500,150.053304,1257,-0.000224983,0.00122176,-0.0000823
110500,359.41619,1258,-0.000517558,0.0020606,-0.000110192
110500,620.946787,1259,-0.00102342,0.0034992,-0.000130907
111500,878.789277,1260,-0.00171552,0.00542301,-0.000157184
111500,926.415026,1261,-0.00201368,0.0062916,-0.000185131
111500,818.34308,1262,-0.0019861,0.00621794,-0.000182441
111500,590.023096,1263,-0.00163555,0.00519188,-0.000168848
111500,333.871948,1264,-0.00109223,0.00364648,-0.000129922
111500,152.308154,1265,-0.000621357,0.0023191,-0.000105549
111500,100.994206,1266,-0.000304817,0.00139292,-0.0000722
111500,213.446812,1267,-0.000335883,0.00148683,-0.0000752
111500,435.775119,1268,-0.000674872,0.00247437,-0.000107598
111500,681.843917,1269,-0.00119462,0.00396215,-0.000130182
112500,881.929967,1270,-0.00176986,0.00560815,-0.0001759
112500,892.769374,1271,-0.00197024,0.00621668,-0.000197685
112500,744.480517,1272,-0.00186047,0.0058715,-0.000182844
112500,503.243502,1273,-0.001432,0.00466986,-0.000154611
112500,252.826167,1274,-0.00089431,0.00309889,-0.000115313
112500,96.951582,1275,-0.00041671,0.00175839,-0.000105993
112500,95.808051,1276,-0.000218414,0.00119559,-0.000089
112500,248.928496,1277,-0.000348124,0.00157617,-0.0000765
112500,501.036969,1278,-0.000774226,0.00278499,-0.00012604
112500,750.149863,1279,-0.00132628,0.00436518,-0.000150914
113500,792.718277,1280,-0.00145552,0.00469481,-0.000148839
113500,915.575617,1281,-0.0018735,0.00590058,-0.000182522
113500,887.969755,1282,-0.00201545,0.00632278,-0.000199755
113500,701.122911,1283,-0.00182058,0.0057285,-0.000183556
113500,447.77415,1284,-0.00133864,0.0043663,-0.00015479
113500,214.010524,1285,-0.000789729,0.00278775,-0.000131255
113500,107.517165,1286,-0.000381679,0.00163393,-0.0000976
113500,139.310553,1287,-0.000268429,0.0012997,-0.0000906
113500,326.398728,1288,-0.000483824,0.00193218,-0.000115034
113500,573.884796,1289,-0.000952624,0.00325656,-0.000121839
114500,843.935673,1290,-0.00161761,0.00515531,-0.000153037
114500,918.990112,1291,-0.00196004,0.00614882,-0.000178508
114500,848.831927,1292,-0.00200503,0.00627313,-0.000181965
114500,639.227199,1293,-0.00170872,0.00540078,-0.000157155
114500,376.118194,1294,-0.00119261,0.00393822,-0.000124836
114500,173.084989,1295,-0.000656023,0.00240517,-0.000105679
114500,92.023124,1296,-0.000338014,0.00149718,-0.000075
114500,164.742043,1297,-0.000264456,0.0013066,-0.0000636
114500,365.842515,1298,-0.000556826,0.00213171,-0.0000949
114500,616.920265,1299,-0.0010562,0.0035343,-0.00011955
115500,856.691705,1300,-0.0017322,0.00531576,-0.000151721
115500,903.028962,1301,-0.00201903,0.00613098,-0.000166648
115500,787.741493,1302,-0.00197817,0.00600444,-0.000167231
115500,557.35995,1303,-0.00160578,0.00495426,-0.000156907
115500,306.34666,1304,-0.00106865,0.00341704,-0.00010812
115500,127.472589,1305,-0.000567253,0.00199581,-0.0000948
115500,90.879593,1306,-0.000310366,0.00126235,-0.0000699
115500,216.957936,1307,-0.000370436,0.00144947,-0.0000655
115500,452.734823,1308,-0.000746848,0.00251866,-0.000108684
115500,699.254604,1309,-0.00128283,0.00405139,-0.000121115
116500,910.308921,1310,-0.00186286,0.00579302,-0.000169663
116500,909.020433,1311,-0.00206006,0.00637531,-0.000186457
116500,758.202911,1312,-0.00192628,0.00597172,-0.000167597
116500,502.38988,1313,-0.00148323,0.00471097,-0.000153486
116500,264.454754,1314,-0.000927354,0.00313133,-0.000109135
116500,112.155714,1315,-0.000472292,0.00183149,-0.0000975
116500,115.634626,1316,-0.00028647,0.0013056,-0.0000807
116500,274.682113,1317,-0.000428589,0.00170982,-0.000093
116500,510.314073,1318,-0.000842772,0.00290511,-0.000110453
116500,750.101544,1319,-0.00137733,0.00443111,-0.000145674
117500,798.983549,1320,-0.00149533,0.00480534,-0.000151066
117500,914.770312,1321,-0.00190374,0.0059599,-0.000180211
117500,876.582741,1322,-0.00202742,0.00631679,-0.000189302
117500,690.492889,1323,-0.00181062,0.00567527,-0.000183011
117500,433.375313,1324,-0.00132202,0.00428782,-0.000142186
117500,205.184396,1325,-0.000774658,0.00271441,-0.000125554
117500,104.473118,1326,-0.000391457,0.00160141,-0.0000953
117500,146.558286,1327,-0.000280736,0.00132071,-0.0000877
117500,342.214897,1328,-0.000521264,0.0020085,-0.000110814
117500,595.515272,1329,-0.00100325,0.00336619,-0.000125599
118500,854.211365,1330,-0.00164312,0.00526182,-0.00015255
118500,927.075376,1331,-0.00198336,0.00622035,-0.000171336
118500,841.890198,1332,-0.00202055,0.00632975,-0.000181375
118500,628.564968,1333,-0.00168437,0.00536379,-0.000161444
118500,366.72835,1334,-0.00116367,0.0038749,-0.000127677
118500,167.947152,1335,-0.000634259,0.00235664,-0.000101951
118500,95.663096,1336,-0.000318843,0.00143438,-0.0000726
118500,175.806916,1337,-0.000290557,0.00136944,-0.0000784
118500,389.212437,1338,-0.00058624,0.00224192,-0.0000978
118500,637.584378,1339,-0.00109303,0.00366074,-0.000130721
119500,893.123708,1340,-0.00175851,0.00557841,-0.000162812
119500,930.650932,1341,-0.00201781,0.00633249,-0.000185647
119500,804.05697,1342,-0.00195997,0.00614166,-0.000176253
119500,560.371789,1343,-0.00156392,0.00502951,-0.000160619
119500,305.879584,1344,-0.00102082,0.00346067,-0.000126329
119500,139.11728,1345,-0.000525771,0.00206491,-0.000104529
119500,104.891875,1346,-0.000280464,0.00136278,-0.0000766
119500,239.280957,1347,-0.000358778,0.00157061,-0.0000755
119500,468.583209,1348,-0.000730591,0.00264375,-0.000114896
119500,712.703192,1349,-0.00125684,0.00415106,-0.000131751
120500,765.38623,1350,-0.00139957,0.00455602,-0.000146646
120500,898.148813,1351,-0.00183292,0.00579119,-0.000173318
120500,888.179135,1352,-0.0020038,0.00630466,-0.000181498
120500,730.339365,1353,-0.00185292,0.00584626,-0.000174089
120500,478.794466,1354,-0.00140409,0.00457618,-0.000147756
120500,236.591242,1355,-0.000849637,0.00299333,-0.00010276
120500,103.60339,1356,-0.000417029,0.00171994,-0.0000921
120500,108.870075,1357,-0.000237325,0.00123439,-0.0000795
120500,272.040716,1358,-0.000393767,0.00168493,-0.0000806
120500,519.687815,1359,-0.000832323,0.00292598,-0.000111169
120500,754.434084,1360,-0.00137711,0.00448145,-0.000144954
121500,821.065011,1361,-0.00152694,0.00482796,-0.000132805
121500,923.934686,1362,-0.00196242,0.00606531,-0.000157534
121500,871.879759,1363,-0.00204839,0.00633808,-0.000175197
121500,677.01209,1364,-0.00180201,0.00560985,-0.00015637
121500,418.058428,1365,-0.00130358,0.0042025,-0.00010587
121500,192.525021,1366,-0.000751831,0.00263221,-0.0000998
121500,94.471247,1367,-0.000376074,0.00154518,-0.0000534
121500,144.722193,1368,-0.000275442,0.00129473,-0.0000584
121500,334.693358,1369,-0.000515308,0.00199214,-0.0000835
121500,581.132536,1370,-0.000986727,0.00332044,-0.0000946
122500,842.87267,1371,-0.00163851,0.00520308,-0.000151407
122500,910.759892,1372,-0.00196183,0.00610546,-0.000170755
122500,808.325086,1373,-0.00196518,0.00611906,-0.000176421
122500,586.238166,1374,-0.00162553,0.00516526,-0.000159662
122500,331.294976,1375,-0.00110688,0.00367099,-0.000125371
122500,143.031056,1376,-0.000575954,0.00216885,-0.0000901
122500,84.340527,1377,-0.000272622,0.00129641,-0.0000736
122500,178.528842,1378,-0.000275952,0.00131547,-0.0000662
122500,401.710756,1379,-0.000609493,0.00227506,-0.0000953
122500,661.566348,1380,-0.00114324,0.00379068,-0.000119116
123500,898.503147,1381,-0.00177266,0.00564038,-0.000185863
123500,924.707779,1382,-0.00201562,0.00635293,-0.00020695
123500,788.095827,1383,-0.00195914,0.0061748,-0.000191585
123500,547.470813,1384,-0.00153423,0.00495182,-0.000168964
123500,294.218784,1385,-0.000986288,0.00337398,-0.000139025
123500,130.774334,1386,-0.000499367,0.00199482,-0.000122105
123500,113.331457,1387,-0.000271431,0.00135223,-0.0000892
123500,250.667953,1388,-0.000360924,0.00161767,-0.0000957
123500,483.787352,1389,-0.00075943,0.00273301,-0.000132712
123500,729.066984,1390,-0.00129656,0.0042686,-0.000160232
124500,766.867991,1391,-0.00141352,0.00460472,-0.000248454
124500,906.13744,1392,-0.00184758,0.00584871,-0.000279904
124500,887.357723,1393,-0.00202334,0.00634532,-0.000283934
124500,719.789874,1394,-0.00185962,0.00584869,-0.000283868
124500,466.586055,1395,-0.00139268,0.00453505,-0.000251201
124500,228.151659,1396,-0.000841895,0.00295162,-0.000219872
124500,104.940194,1397,-0.000417314,0.00173461,-0.000198195
124500,130.581061,1398,-0.000272145,0.00132913,-0.000184801
124500,301.466519,1399,-0.000462588,0.00187071,-0.000200522
124500,555.314477,1400,-0.00091162,0.00316979,-0.000210665
125500,807.841903,1401,-0.0015295,0.00491081,-0.000162615
125500,903.270554,1402,-0.00190293,0.00596887,-0.000179386
125500,842.566654,1403,-0.00198048,0.0062107,-0.00017944
125500,648.681475,1404,-0.00171989,0.00544424,-0.000167162
125500,385.266448,1405,-0.00121852,0.00402261,-0.00013054
125500,170.282532,1406,-0.000669632,0.00246608,-0.000114557
125500,85.629013,1407,-0.000320174,0.00145251,-0.0000694
125500,159.265978,1408,-0.000253148,0.00128209,-0.0000827
125500,357.419036,1409,-0.000534217,0.00208683,-0.0000933
125500,611.991801,1410,-0.00103331,0.00350578,-0.000127501
126500,867.321732,1411,-0.00168836,0.00541617,-0.000170394
126500,921.534876,1412,-0.00199516,0.00629421,-0.000200907
126500,825.510294,1413,-0.00198112,0.00624724,-0.000197416
126500,591.456538,1414,-0.00162379,0.00522811,-0.000179928
126500,343.889929,1415,-0.00109148,0.00370619,-0.000143581
126500,152.678594,1416,-0.000573395,0.00222758,-0.000116455
126500,99.125902,1417,-0.000288661,0.00140025,-0.0000948
126500,199.17683,1418,-0.000312142,0.00145398,-0.0000899
126500,419.975052,1419,-0.000637365,0.00241058,-0.000130868
126500,665.335173,1420,-0.00115593,0.00388279,-0.000138839
127500,876.953181,1421,-0.00174118,0.00558124,-0.000201397
127500,893.413618,1422,-0.0019701,0.00622644,-0.000215803
127500,750.294818,1423,-0.00187139,0.00592595,-0.000215489
127500,508.510192,1424,-0.00145432,0.00474698,-0.000183529
127500,259.735673,1425,-0.000900467,0.00317631,-0.000142475
127500,105.246209,1426,-0.000473533,0.00195618,-0.00013445
127500,99.25475,1427,-0.000230976,0.00125364,-0.0001083
127500,253.47041,1428,-0.000354031,0.00161216,-0.000115227
127500,495.029399,1429,-0.000769006,0.0028074,-0.000154029
127500,744.722109,1430,-0.00132334,0.00437787,-0.000177869
128500,774.79219,1431,-0.00143178,0.00465098,-0.000150398
128500,895.974489,1432,-0.00184393,0.00582484,-0.000171947
128500,869.914814,1433,-0.00198318,0.00623251,-0.000189122
128500,692.731636,1434,-0.00183099,0.00577026,-0.000170147
128500,437.20856,1435,-0.0013221,0.00432656,-0.00014179
128500,205.587047,1436,-0.000766418,0.00273829,-0.000117025
128500,88.109348,1437,-0.000354278,0.00156777,-0.0000844
128500,124.718451,1438,-0.00022566,0.0012145,-0.0000845
128500,305.782948,1439,-0.000440793,0.00182978,-0.000100892
128500,562.223989,1440,-0.000915982,0.00317538,-0.000108442
129500,817.119016,1441,-0.00156646,0.00499628,-0.000162807
129500,902.320294,1442,-0.00192555,0.00601155,-0.000164819
129500,834.416967,1443,-0.0019854,0.00618042,-0.000168174
129500,630.223895,1444,-0.00169644,0.00534803,-0.000153138
129500,369.337535,1445,-0.00119832,0.00390977,-0.000112923
